,Model,Best_model_params,RMSE,R2,Top_20_genes_pc1
clofarabine,ExtraTreesRegressor,{'n_estimators': 200},2.8955503908328537,0.2399397343404559,"['MT-CO1', 'MT-CO2', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT17', 'KRT8', 'KRT18', 'FTH1', 'LCN2', 'AC107016.1']"
compound 1B,RandomForestRegressor,{'n_estimators': 200},2.033033510171491,0.01894268998551396,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT5', 'KRT17', 'KRT19', 'KRT14', 'KRT18', 'KRT8', 'KRT6A']"
crizotinib,ExtraTreesRegressor,{'n_estimators': 200},1.2492144517556978,0.191182617434413,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'AC107016.2', 'KRT5', 'KRT6A', 'KRT18', 'KRT8', 'LCN2']"
crizotinib:PLX-4032 (2:1 mol/mol),ExtraTreesRegressor,{'n_estimators': 100},1.1229820924594145,0.12330663695825417,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT8', 'KRT18', 'LCN2', 'KRT5', 'KRT17', 'AC107016.1']"
cucurbitacin I,OrthogonalMatchingPursuit,{'n_nonzero_coefs': 5},2.2992706211250034,0.1715378114847137,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT17', 'KRT18', 'KRT8', 'KRT14', 'KRT5', 'KRT6A']"
curcumin,SVR,"{'C': 0.1, 'kernel': 'linear'}",0.8135388370668097,0.15572616722138888,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'FTH1', 'KRT17', 'KRT8', 'KRT18', 'LCN2', 'KRT5']"
cyanoquinoline 11,QuantileRegressor,{'alpha': 0.1},0.8906556228557647,-8.352096024144551e-05,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'KRT19', 'FTH1', 'KRT14', 'AC107016.2', 'KRT6A', 'KRT8']"
cyclophosphamide,CatBoostRegressor,{'iterations': 200},0.9356341340041106,0.05989541875194726,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'FTH1', 'KRT19', 'AC107016.2', 'KRT5', 'KRT8', 'KRT17', 'KRT18', 'LCN2']"
cytarabine hydrochloride,ElasticNet,{'alpha': 0.1},2.454368301538846,0.39328716093879157,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'AC107016.2', 'KRT5', 'LCN2', 'KRT8', 'KRT6A', 'KRT14']"
cytochalasin B,SGDRegressor,{'alpha': 0.001},1.1044145508623575,0.05902435074995649,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'KRT5', 'AC107016.2', 'KRT14', 'KRT8', 'KRT18', 'KRT6A']"
dabrafenib,CatBoostRegressor,{'iterations': 200},2.3793276101520955,0.03654695943593633,"['MT-CO2', 'MT-CO1', 'MT-CYB', 'MT-RNR2', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT5', 'KRT17', 'KRT14', 'KRT19', 'KRT6A', 'TACSTD2', 'S100A11', 'SPINT2']"
dacarbazine,ExtraTreesRegressor,{'n_estimators': 200},1.2273043269077768,0.23673030275852636,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT17', 'KRT19', 'KRT8', 'FTH1', 'KRT18', 'LCN2', 'KRT5']"
daporinad,ElasticNet,{'alpha': 0.1},3.4510847494302257,0.20242012956347544,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT5', 'KRT8', 'KRT6A', 'KRT18', 'KRT17', 'AC107016.1']"
darinaparsin,ARDRegression,"{'alpha_1': 1e-05, 'alpha_2': 1e-06}",0.8935239786852063,0.036062245118934966,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'KRT5', 'AC107016.2', 'KRT19', 'KRT17', 'LCN2', 'MTND1P23', 'KRT14', 'KRT8']"
dasatinib,ExtraTreesRegressor,{'n_estimators': 200},2.704932728670479,0.15459868084007966,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'AC107016.2', 'KRT5', 'FTH1', 'LCN2', 'KRT8', 'KRT6A']"
decitabine,CatBoostRegressor,{'iterations': 200},1.9230382070856864,0.48969421195800666,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT17', 'LCN2', 'KRT5', 'KRT18', 'KRT8', 'FTH1']"
decitabine:carboplatin (1:1 mol/mol),ExtraTreesRegressor,{'n_estimators': 100},2.1747693931959575,0.37064392810893154,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT17', 'KRT19', 'KRT8', 'KRT18', 'AC107016.1', 'LCN2', 'KRT5']"
decitabine:navitoclax (2:1 mol/mol),ExtraTreesRegressor,{'n_estimators': 200},2.491811142520757,0.2861284137766197,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'AC107016.2', 'KRT5', 'KRT8', 'KRT18', 'LCN2', 'AC107016.1']"
dexamethasone,ExtraTreesRegressor,{'n_estimators': 200},2.1046113112163334,0.11934607175900214,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'KRT19', 'KRT14', 'AC107016.2', 'KRT6A', 'FTH1', 'LCN2']"
dinaciclib,PLSRegression,{'n_components': 2},2.5806066357624826,0.3384211540845238,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT6A', 'KRT14', 'KRT5', 'AC107016.2', 'KRT17', 'KRT8', 'KRT18']"
docetaxel,LassoLars,{'alpha': 0.1},3.113948020118932,0.23989647294828165,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'KRT5', 'KRT14', 'AC107016.2', 'KRT6A', 'S100A9', 'S100A6']"
docetaxel:tanespimycin (2:1 mol/mol),PLSRegression,{'n_components': 4},2.8685822035370308,0.2679243167554166,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT17', 'KRT18', 'KRT8', 'AC107016.1', 'KRT6A', 'KRT5']"
doxorubicin,ExtraTreesRegressor,{'n_estimators': 200},1.850377445547085,0.3827917783820748,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'KRT19', 'KRT14', 'KRT6A', 'AC107016.2', 'KRT8', 'KRT18']"
doxorubicin:navitoclax (2:1 mol/mol),ARDRegression,"{'alpha_1': 1e-05, 'alpha_2': 1e-06}",1.6913440402728876,0.34688447923873433,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT17', 'KRT5', 'KRT8', 'KRT18', 'FTH1', 'LCN2']"
elocalcitol,SVR,"{'C': 1.0, 'kernel': 'linear'}",1.4050440838945524,0.13484272596312885,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT17', 'KRT8', 'KRT18', 'KRT5', 'KRT14', 'KRT6A']"
entinostat,KNeighborsRegressor,{'n_neighbors': 5},1.537195736545446,0.3033873792933367,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT18', 'KRT8', 'KRT17', 'AC107016.1', 'FTH1', 'S100A9']"
epigallocatechin-3-monogallate,RandomForestRegressor,{'n_estimators': 200},1.1976231124180874,0.11430213434709391,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT5', 'KRT17', 'KRT19', 'KRT6A', 'KRT14', 'AC107016.2', 'KRT8', 'KRT18']"
erastin,BayesianRidge,"{'alpha_1': 1e-06, 'alpha_2': 1e-05, 'lambda_1': 1e-05, 'lambda_2': 1e-06}",1.8967992780797527,0.07494815229744511,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT17', 'KRT18', 'KRT5', 'KRT8', 'AC107016.1', 'MT-TS1']"
erismodegib,AdaBoostRegressor,{'n_estimators': 50},0.9529002694103785,0.029278844428186623,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'AC107016.2', 'LCN2', 'KRT5', 'KRT6A', 'KRT18', 'FTH1']"
erlotinib,ARDRegression,"{'alpha_1': 1e-06, 'alpha_2': 1e-05}",1.419496983464296,0.18146995062548188,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'KRT5', 'AC107016.2', 'KRT8', 'KRT6A', 'KRT14', 'KRT18']"
erlotinib:PLX-4032 (2:1 mol/mol),OrthogonalMatchingPursuit,{'n_nonzero_coefs': 5},1.4413064809561937,0.08519136787559134,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT18', 'KRT8', 'KRT5', 'KRT17', 'AC107016.1', 'LCN2']"
etomoxir,QuantileRegressor,{'alpha': 1.0},0.6238785547394858,-1.0808437886922206e-05,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'KRT5', 'AC107016.2', 'KRT18', 'KRT6A', 'FTH1', 'KRT8']"
etoposide,OrthogonalMatchingPursuit,{'n_nonzero_coefs': 10},1.570207450201422,0.4033303185904461,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT18', 'KRT8', 'KRT17', 'AC107016.1', 'LCN2', 'S100A11']"
fingolimod,ARDRegression,"{'alpha_1': 1e-06, 'alpha_2': 1e-05}",0.8112296065624831,0.14062376545694288,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'FTH1', 'KRT17', 'AC107016.2', 'KRT8', 'KRT5', 'KRT14', 'KRT6A']"
fluorouracil,OrthogonalMatchingPursuit,{'n_nonzero_coefs': 10},1.3082503665492269,0.24705246647957535,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT17', 'KRT5', 'KRT8', 'KRT18', 'KRT6A', 'KRT14']"
fluvastatin,DecisionTreeRegressor,{'max_depth': 3},1.5353422907526864,0.06529666879336549,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'AC107016.2', 'KRT5', 'KRT6A', 'KRT18', 'KRT8', 'KRT14']"
foretinib,SGDRegressor,{'alpha': 0.0001},1.580309414872751,0.24906714926179374,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT8', 'KRT17', 'KRT18', 'KRT5', 'AC107016.1', 'KRT14']"
fulvestrant,QuantileRegressor,{'alpha': 1.0},0.9039044496507143,-0.02714140403960541,"['MT-CO1', 'MT-CO2', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'KRT17', 'KRT19', 'MT-TS1', 'GSTP1', 'TACSTD2', 'F3', 'CD24P4', 'LCN2']"
fumonisin B1,BayesianRidge,"{'alpha_1': 1e-06, 'alpha_2': 1e-05, 'lambda_1': 1e-06, 'lambda_2': 1e-05}",0.804696203777629,0.014626082057244472,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT17', 'KRT18', 'FTH1', 'KRT8', 'AC107016.1', 'KRT5']"
gefitinib,SVR,"{'C': 0.1, 'kernel': 'linear'}",1.4269151280272234,0.1463230121201059,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'AC107016.2', 'KRT5', 'KRT8', 'KRT6A', 'KRT18', 'MT-TS1']"
gemcitabine,AdaBoostRegressor,{'n_estimators': 50},2.9291076793278017,0.2530280594886699,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'KRT5', 'AC107016.2', 'KRT6A', 'KRT18', 'KRT8', 'LCN2']"
gossypol,HuberRegressor,{'epsilon': 1.35},0.9846946173690954,0.14248657986756752,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'AC107016.2', 'KRT5', 'KRT8', 'KRT18', 'KRT14', 'S100A11']"
hyperforin,BayesianRidge,"{'alpha_1': 1e-06, 'alpha_2': 1e-06, 'lambda_1': 1e-06, 'lambda_2': 1e-05}",1.4245841666472434,-0.016472575137004286,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'KRT5', 'KRT6A', 'KRT14', 'AC107016.2', 'S100A11', 'LCN2']"
ibrutinib,BayesianRidge,"{'alpha_1': 1e-06, 'alpha_2': 1e-05, 'lambda_1': 1e-05, 'lambda_2': 1e-06}",1.9467096458524686,0.070904143435639,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT14', 'KRT8', 'KRT5', 'KRT6A', 'KRT18', 'KRT17']"
ifosfamide,QuantileRegressor,{'alpha': 1.0},0.7051788252775566,-0.04898358898782518,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT5', 'FTH1', 'KRT17', 'KRT14', 'KRT19', 'LCN2', 'MTND1P23', 'AC107016.2']"
imatinib,DecisionTreeRegressor,{'max_depth': 3},1.1637336252889863,0.4736552901109018,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'KRT5', 'AC107016.2', 'KRT6A', 'LCN2', 'KRT14', 'KRT18']"
importazole,BayesianRidge,"{'alpha_1': 1e-06, 'alpha_2': 1e-05, 'lambda_1': 1e-06, 'lambda_2': 1e-05}",1.6056743349079614,0.000473947615935999,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT5', 'KRT17', 'KRT19', 'AC107016.2', 'MT-TS1', 'LCN2', 'KRT6A', 'KRT18']"
indisulam,ExtraTreesRegressor,{'n_estimators': 200},1.4061353184370147,0.25606383128318877,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT5', 'KRT17', 'KRT14', 'AC107016.2', 'KRT6A', 'KRT8', 'KRT18']"
isoevodiamine,SVR,"{'C': 0.1, 'kernel': 'linear'}",1.1111310200059805,0.30160502889986407,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT17', 'KRT19', 'KRT8', 'KRT18', 'KRT5', 'KRT6A', 'LCN2']"
isoliquiritigenin,XGBRegressor,{'max_depth': 3},0.9281675164551316,0.16712970731329146,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'RP5-857K21.7', 'MTND1P23', 'KRT19', 'KRT17', 'CD24P4', 'SPP1', 'LCN2', 'CALCA']"
isonicotinohydroxamic acid,LassoLars,{'alpha': 1.0},1.0886958001686802,-0.005264957634497636,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT5', 'KRT17', 'KRT14', 'KRT6A', 'KRT19', 'AC107016.2', 'S100A11', 'KRT8']"
istradefylline,QuantileRegressor,{'alpha': 1.0},0.7430085962644085,-0.0031367350625137735,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT5', 'AC107016.2', 'KRT19', 'KRT8', 'KRT17', 'KRT18', 'KRT14', 'FTH1']"
itraconazole,BayesianRidge,"{'alpha_1': 1e-06, 'alpha_2': 1e-05, 'lambda_1': 1e-05, 'lambda_2': 1e-05}",1.0133434017531315,0.015160644839871451,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'KRT5', 'AC107016.2', 'FTH1', 'KRT14', 'KRT6A', 'KRT8']"
lapatinib,ElasticNet,{'alpha': 0.1},1.5158069399492344,0.1303421304570962,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT17', 'KRT5', 'KRT8', 'KRT18', 'KRT6A', 'KRT14']"
lenvatinib,LassoLars,{'alpha': 0.1},1.1366113791674408,0.054382655006301905,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT8', 'KRT18', 'KRT17', 'FTH1', 'AC107016.1', 'KRT5']"
leptomycin B,ExtraTreesRegressor,{'n_estimators': 200},2.723993224548187,0.17803808905312646,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT17', 'KRT5', 'KRT18', 'KRT8', 'AC107016.1', 'KRT6A']"
linifanib,HuberRegressor,{'epsilon': 1.35},1.036809631743881,0.1086485874653047,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'AC107016.2', 'KRT5', 'KRT8', 'KRT18', 'KRT6A', 'MT-TS1']"
linsitinib,ARDRegression,"{'alpha_1': 1e-06, 'alpha_2': 1e-05}",1.4067178273092171,0.08768144038539327,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'AC107016.2', 'KRT8', 'KRT5', 'KRT18', 'KRT6A', 'MT-TS1']"
lomeguatrib,QuantileRegressor,{'alpha': 0.1},0.6389315134683479,-0.00013695616935049948,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'AC107016.2', 'KRT5', 'KRT14', 'KRT18', 'KRT8', 'KRT6A']"
lovastatin,ExtraTreesRegressor,{'n_estimators': 100},1.5508149685688266,0.022898399978317996,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT18', 'KRT8', 'KRT17', 'AC107016.1', 'LCN2', 'KRT5']"
manumycin A,CatBoostRegressor,{'iterations': 200},1.3002768913355724,0.3049442995452971,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'AC107016.2', 'KRT18', 'KRT5', 'KRT8', 'LCN2', 'MT-TS1']"
